,city,order_date,source,order_id,booking_amount,actual_city_name,seller_locality,payment_mode,logistic_provider_name,fulfillment_type,package_type,sample_type,Radiography
2975,Bengaluru,08-01-2023,APP,63ba273d49867a611be7aa9c,375.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
2976,Bengaluru,08-01-2023,Phlebo Upsell,63ba278249867a33bfe7aaa7,349,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
2977,Hyderabad,08-01-2023,Phlebo Upgrade,63ba2b418e918bf686f537e6,2498,Hyderabad,,POD,Lifecell HA,AT-HOME,HA,other,HAother
2978,Hyderabad,08-01-2023,Phlebo Upgrade,63ba2d2849867a0aafe7ab12,1299,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2979,Chennai,08-01-2023,APP,63ba2d618e918b887df53824,1699.3,Chennai,CHENNAI,POD,Lifecell Now,AT-HOME,HA,other,HAother
2980,Hyderabad,08-01-2023,Phlebo Upgrade,63ba2e7d8e918b48faf5382a,2609.1,Serilingampalle (M),BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2981,PUNE,08-01-2023,Inbound-SEM,63ba31598e918b6db5f53870,3500,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
2982,Bengaluru,08-01-2023,Phlebo Upgrade,63ba33e38e918b372cf538ba,2018.7,Bengaluru,,POD,lifecell-isolve,AT-HOME,HA,other,HAother
2983,Pune,08-01-2023,Phlebo Upgrade,63ba341d49867a0c2ee7abc6,649.3,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
2984,Pune,08-01-2023,Phlebo Upgrade,63ba34dd49867ae562e7abf8,700.3,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
2985,Kolkata,08-01-2023,Diagright-Base,63ba34f149867a3e48e7ac07,1459.45,Kolkata,KOLKATA,POD,Lifecell Now,AT-HOME,HA,other,HAother
2986,Other,08-01-2023,APP,63ba366c49867a5126e7ac54,2668,Jalandhar,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
2987,Bengaluru,08-01-2023,Phlebo Upgrade,63ba376f49867a584de7ac85,1359.2,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
2988,Bengaluru,08-01-2023,Support,63ba392e8e918b5cc0f53994,2828.8,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
2989,Bengaluru,08-01-2023,Phlebo Upsell,63ba3ac18e918ba754f539c9,1299.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
2990,PUNE,08-01-2023,Inbound-SEM,63ba3b198e918ba90cf539da,3500,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
2991,Hyderabad,08-01-2023,Phlebo Upgrade,63ba3c1c49867ad32be7ad15,2659.5,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2992,Hyderabad,08-01-2023,Phlebo Upsell,63ba3d4e49867a18f3e7ad5c,1699.5,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2993,Hyderabad,08-01-2023,Support,63ba3ef149867a290be7ad93,2819.45,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2994,Hyderabad,08-01-2023,Agent Upsell,63ba40318e918bf0b2f53a74,2819.45,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2995,Hyderabad,08-01-2023,NOTIFICATION,63ba40ff49867aea8be7adda,2160.3,Hyderabad,HYDERABAD,POD,Lifecell Now,AT-HOME,RTPCR,other,RTPCRother
2996,BENGALURU,08-01-2023,Outbound Lead,63ba422e49867ab1bee7ae21,800,BENGALURU,YELAHANKA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
2997,Hyderabad,08-01-2023,Phlebo Upsell,63ba43a849867a5eafe7ae63,1699.5,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2998,Hyderabad,08-01-2023,Phlebo Upsell,63ba445449867a7e67e7ae7f,2659.5,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
2999,BENGALURU,08-01-2023,WEB_ORDER,63ba44f58e918b5cc9f53b3e,750,BENGALURU,KORAMANGALA,ONLINE,,AT-CENTER,HA,other,HAother
3000,Delhi,08-01-2023,Phlebo Upgrade,63ba475e8e918bad95f53bb1,2668.3,Noida,LAJPAT NAGAR-1,POD,Lifecell HA,AT-HOME,HA,other,HAother
3001,BENGALURU,08-01-2023,FF Upgrade,63ba4c1e8e918b6f8ef53c46,3415,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3002,Hyderabad,08-01-2023,Phlebo Upsell,63ba53188e918b3a23f53db1,1140.3,Hyderabad,HYDERABAD,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
3003,BENGALURU,08-01-2023,Inbound-SEM,63ba583549867a03c9e7b25c,12320,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3004,DELHI,08-01-2023,Outbound Lead,63ba59378e918bc3ebf53f20,600,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3005,DELHI,08-01-2023,Exotel Lead,63ba5c3b49867ab2f1e7b32e,720,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3006,Delhi,08-01-2023,Inbound-SEM,63ba5c7d49867a8940e7b33e,1735.3,New Delhi,DELHI,POD,Lifecell Now,AT-HOME,RTPCR,other,RTPCRother
3007,Delhi,08-01-2023,APP,63ba5f708e918baa6df54087,632.3,Noida,NOIDA,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
3008,Delhi,08-01-2023,Phlebo Upsell,63ba61e249867a1617e7b4ff,1659.5,Ghaziabad,GURGOAN,POD,Lifecell HA,AT-HOME,HA,other,HAother
3009,Kolkata,08-01-2023,Phlebo Upgrade,63ba622649867a0957e7b52c,1299.5,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
3010,Kolkata,08-01-2023,Phlebo Upgrade,63ba634a8e918b29c5f541c0,1204.45,Kolkata,KOLKATA,POD,Lifecell Now,AT-HOME,HA,other,HAother
3011,Hyderabad,08-01-2023,Phlebo Upgrade,63ba6ac949867a2a61e7b6fe,1379.5,Serilingampalle (M),BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3012,PUNE,08-01-2023,PDF-VIEW,63ba6e218e918b7363f54419,240,PUNE,DHANORI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3013,Delhi,08-01-2023,APP,63ba71c98e918b14a5f54501,600.3,Ghaziabad,LAJPAT NAGAR-1,POD,Promiso RTPCR,AT-HOME,RTPCR,other,RTPCRother
3014,DELHI,08-01-2023,Exotel Lead,63ba7a188e918b7871f546c0,780,DELHI,DWARKA SECTOR-19,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3015,Hyderabad,08-01-2023,APP,63ba80328e918b7a89f5480a,1815.3,Kondapur,HYDERABAD,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
3016,HYDERABAD,08-01-2023,Inbound-SEM,63ba88c849867a1239e7bdca,6650,HYDERABAD,CHANDANAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3017,HYDERABAD,08-01-2023,Inbound Lead,63ba8a1d8e918b23a7f54a2d,255,HYDERABAD,CHANDANAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3018,MUMBAI,08-01-2023,Outbound Lead,63ba8a5049867a7182e7be30,10125.5,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3019,Bengaluru,08-01-2023,APP,63ba903249867a3353e7bf6d,300.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3020,Chennai,08-01-2023,Phlebo Upsell,63ba94948e918b0d3af54c13,1199.2,Chennai,CHENNAI,POD,Lifecell Now,AT-HOME,HA,other,HAother
3021,Hyderabad,08-01-2023,Phlebo Upsell,63ba97178e918bc626f54c88,700.3,Hyderabad,HYDERABAD,POD,Lifecell Now,AT-HOME,RTPCR,other,RTPCRother
3022,Hyderabad,08-01-2023,Phlebo Upgrade,63baa17b8e918bfae5f54e8c,1032.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3023,Bengaluru,08-01-2023,Phlebo Upsell,63baa34649867a30aae7c2f1,850.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
3024,Bengaluru,08-01-2023,Support,63bac72a8e918b0b85f55572,499.3, ,BENGALURU,POD,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3025,MUMBAI,08-01-2023,Inbound-SEM,63bac7c68e918b4bf3f5558c,2800,MUMBAI,KOLBAD ROAD-THANE WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3026,HYDERABAD,19-12-2022,APP,63a031f549867a0ac9e43310,0,HYDERABAD,MADHAPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3027,DELHI,19-12-2022,Outbound Lead,63a051ba49867aab48e439a2,680,DELHI,VIKAS PURI,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3028,BENGALURU,22-12-2022,Opportunity,63a44a4e49867a717ce4c7d5,3465,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3029,MUMBAI,24-12-2022,Exotel Lead,63a68eef49867a50d4e50b9b,4000,MUMBAI,KOLBAD ROAD-THANE WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3030,BENGALURU,26-12-2022,APP,63a95d8e49867a4ac1e565bd,0,BENGALURU,SHIVAJINAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3031,BENGALURU,26-12-2022,WEB_ORDER,63a9d09a49867a9e62e57ec5,750,BENGALURU,MARATHALLI,ONLINE,,AT-CENTER,HA,other,HAother
3032,HYDERABAD,27-12-2022,Inbound-SEM,63aab6448e918b022af31e6b,1200,HYDERABAD,RTC X ROADS,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3033,HYDERABAD,28-12-2022,Post-PD,63abf1f049867a1adbe5c7d5,1265,HYDERABAD,GACHIBOWLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3034,HYDERABAD,28-12-2022,APP,63ac06e78e918b0308f3545e,0,HYDERABAD,MADHAPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3035,DELHI,29-12-2022,Outbound Lead,63ad182c49867ae6fde5ebdf,600,DELHI,UTTAM NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3036,PUNE,29-12-2022,Inbound-SEM,63ad504449867af55fe5f78e,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3037,HYDERABAD,29-12-2022,APP,63ad5a3a8e918becc6f38410,1080,HYDERABAD,MADINAGUDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3038,SECUNDERABAD,29-12-2022,Inbound-SEM,63ad5f1649867ad4a6e5faca,1984,SECUNDERABAD,A.S. RAO NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3039,DELHI,29-12-2022,Exotel Lead,63ad63bb49867a479fe5fbe1,1150,DELHI,GREATER KAILASH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3040,MUMBAI,29-12-2022,Exotel Lead,63adb17149867a5e46e60d87,540,MUMBAI,CHEMBUR,POD,,AT-CENTER,RTPCR,other,RTPCRother
3041,HYDERABAD,30-12-2022,APP,63ae89c48e918b44c6f3ac88,0,HYDERABAD,MANIKONDA,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3042,BENGALURU,30-12-2022,Inbound-SEM,63aee28749867a3686e63263,2975,BENGALURU,ASHWATH NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3043,DELHI,31-12-2022,APP,63affc4c49867ad41ae6514c,765,DELHI,JASOLA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3044,HYDERABAD,31-12-2022,APP,63b0284049867acf33e6585d,807.5,HYDERABAD,GACHIBOWLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3045,BENGALURU,01-01-2023,Opportunity,63b1189c49867addffe6699c,0,BENGALURU,PADMANABHANAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3046,BENGALURU,02-01-2023,APP,63b287618e918b396ff4231f,0,BENGALURU,MARATHALLI,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3047,BENGALURU,02-01-2023,APP,63b2e6d48e918bfba2f43972,3150,BENGALURU,SARJAPUR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3048,DELHI,03-01-2023,Opportunity,63b3bbff49867a8975e6c341,920,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3049,BENGALURU,03-01-2023,APP,63b408488e918b4482f4607f,0,BENGALURU,ELECTRONIC CITY,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3050,BENGALURU,03-01-2023,WEB_ORDER,63b4087249867aaf7ae6d3b3,1000,BENGALURU,SINGASANDRA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3051,BENGALURU,03-01-2023,APP,63b40c0b8e918bf820f4618b,5000,BENGALURU,ELECTRONIC CITY,ONLINE,,AT-CENTER,HA,other,HAother
3052,CHENNAI,03-01-2023,WEB_ORDER,63b4179e49867a8348e6d774,750,CHENNAI,TAMBARAM H O,ONLINE,,AT-CENTER,HA,other,HAother
3053,PUNE,03-01-2023,Outbound Lead,63b419c18e918bb2f6f464fe,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3054,CHENNAI,03-01-2023,WEB_ORDER,63b427208e918b9cb6f46856,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3055,BENGALURU,03-01-2023,Inbound-SEM,63b42d6b8e918b6cc6f46a29,4963,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3056,Other,03-01-2023,HealthifyMe,63b430d48e918bc57ff46b51,0,Erode,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3057,DELHI,03-01-2023,Exotel Lead,63b4327c8e918b5343f46bb1,540,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3058,BENGALURU,03-01-2023,APP,63b441438e918b247af46f39,0,BENGALURU,RAJAJI NAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3059,BENGALURU,03-01-2023,WEB_ORDER,63b44a378e918b2d36f47155,750,BENGALURU,INDIRANAGAR,ONLINE,,AT-CENTER,HA,other,HAother
3060,CHENNAI,04-01-2023,WEB_ORDER,63b4d0b38e918bf94cf4797e,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3061,HYDERABAD,04-01-2023,APP,63b4fa1e8e918bb435f47dc7,765,HYDERABAD,JUBILEE HILLS,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3062,CHENNAI,04-01-2023,Opportunity,63b50dc88e918b345ff481a9,1600,CHENNAI,PERAMBUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3063,DELHI,04-01-2023,APP,63b50e6749867a51e2e6f492,300,DELHI,PALAM COLONY,POD,,AT-CENTER,RTPCR,other,RTPCRother
3064,CHENNAI,04-01-2023,Post-PD,63b511a08e918b604df482b4,1045,CHENNAI,VELACHERY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3065,NOIDA,04-01-2023,Inbound-SEM,63b5182f49867a2a4fe6f6f9,1710,NOIDA,SECTOR 49,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3066,NOIDA,04-01-2023,Exotel Lead,63b527e68e918b7c59f48793,8625,NOIDA,SECTOR 104,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3067,DELHI,04-01-2023,WEB_ORDER,63b53a0a8e918b8f86f48b12,750,DELHI,KAROL BAGH,POD,,AT-CENTER,HA,other,HAother
3068,Other,04-01-2023,HealthifyMe,63b53f3449867a769be6fe91,0,Adalaj,INDIA,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3069,DELHI,04-01-2023,WEB_ORDER,63b54c6e49867a1386e700b1,900,DELHI,KARKADOOMA,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3070,DELHI,04-01-2023,WEB_ORDER,63b55ae249867a0844e703a5,750,DELHI,KAROL BAGH,ONLINE,,AT-CENTER,HA,other,HAother
3071,CHENNAI,04-01-2023,WEB_ORDER,63b57b2449867ad85ee70b3f,750,CHENNAI,TAMBARAM H O,ONLINE,,AT-CENTER,HA,other,HAother
3072,HYDERABAD,04-01-2023,APP,63b596e649867a74a2e7116e,0,HYDERABAD,KONDAPUR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3073,BENGALURU,04-01-2023,WEB_ORDER,63b5aa188e918bfce2f4a2fa,750,BENGALURU,KORAMANGALA,ONLINE,,AT-CENTER,HA,other,HAother
3074,Hyderabad,05-01-2023,APP,63b5f3168e918bc8bbf4a7d8,1159, ,,ONLINE,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
3075,DELHI,05-01-2023,WEB_ORDER,63b673f449867ae020e727f2,1120,DELHI,PUSA ROAD,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3076,HYDERABAD,05-01-2023,APP,63b68ab58e918bdc7cf4bb17,1895.5,HYDERABAD,GACHIBOWLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3077,DELHI,05-01-2023,Inbound-SEM,63b69ea349867a1ec7e73145,3580,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3078,BENGALURU,05-01-2023,APP,63b6b46449867a2044e735ec,0,BENGALURU,JAYANGAR III BLOCK,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3079,DELHI,05-01-2023,Exotel Lead,63b6bf0549867a84c6e73872,5350,DELHI,JANAKPURI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3080,BENGALURU,05-01-2023,Inbound-SEM,63b6ccce49867ae20be73b66,5875.5,BENGALURU,RAJAJI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3081,CHENNAI,05-01-2023,APP,63b6ed208e918b306cf4d17b,3900,CHENNAI,ANNANAGAR,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
3082,Bengaluru,05-01-2023,WEB_ORDER,63b716228e918b3860f4da0f,2918,Bengaluru,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3083,Other,06-01-2023,APP,63b71aac8e918b641af4dc19,898,Kakinada,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3084,NAVI MUMBAI,06-01-2023,Outbound Lead,63b799f349867a3f49e7539b,11666,NAVI MUMBAI,VASHI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3085,Bengaluru,06-01-2023,APP,63b7a0e78e918bcaeaf4e440,527,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3086,BENGALURU,06-01-2023,Exotel Lead,63b7a72049867a42ace75550,1485,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3087,Bengaluru,06-01-2023,APP,63b7a7ef8e918b3bf3f4e59f,1699,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3088,GURUGRAM,06-01-2023,Support,63b7aa8149867a15ede7562e,1828,GURUGRAM,SUSHANT LOK-1,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3089,Bengaluru,06-01-2023,APP,63b7aed649867a1c24e75725,699.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3090,Bengaluru,06-01-2023,APP,63b7b1218e918b738df4e781,699.3, ,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
3091,Bengaluru,06-01-2023,APP,63b7b3298e918b6fe6f4e818,699.3,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
3092,BENGALURU,06-01-2023,Inbound-SEM,63b7b39d49867a47b5e7585c,450,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3093,HYDERABAD,06-01-2023,Inbound-SEM,63b7b8818e918b681df4e8ff,7900,HYDERABAD,MADINAGUDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3094,Bengaluru,06-01-2023,APP,63b7bea349867a26ede75b50,0,Bengaluru,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
3095,GURUGRAM,06-01-2023,Exotel Lead,63b7c2d349867aa513e75c92,3680,GURUGRAM,SECTOR 15,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3096,Bengaluru,06-01-2023,APP,63b7ca2249867a95c0e75e40,2998.3,Bengaluru,,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
3097,Bengaluru,06-01-2023,APP,63b7db9849867a0c9de76207,3998,Bengaluru,,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3098,DELHI,06-01-2023,Exotel Lead,63b7e58b49867ac941e76409,412.5,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3099,DELHI,06-01-2023,Exotel Lead,63b7e68449867a6127e76428,12600,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3100,Hyderabad,06-01-2023,Inbound Lead,63b80f688e918bf960f4fc8c,1190.3,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3101,MUMBAI,06-01-2023,Outbound Lead,63b811398e918bf39ff4fcba,3415,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3102,Hyderabad,06-01-2023,IB-UPSELL,63b811fc8e918b712ef4fcf2,1128.8,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3103,DELHI,06-01-2023,Outbound Lead,63b81d9349867abac0e7713d,2115,DELHI,MOTI BAGH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3104,Other,06-01-2023,Inbound Lead,63b823da8e918bfa1df5011c,2989.3,Ratlam,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3105,DELHI,06-01-2023,Opportunity,63b82a6c49867a3d25e7739d,775,DELHI,KAROL BAGH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3106,Hyderabad,06-01-2023,Opportunity,63b82ab249867a50f5e773c2,3310.3,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3107,GURUGRAM,06-01-2023,APP,63b838b049867a7b0ae7769b,4580,GURUGRAM,SECTOR 15,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3108,Delhi,06-01-2023,APP,63b84dc549867a85ede77988,1310, ,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3109,Mumbai,06-01-2023,APP,63b8537f49867ae551e77a3b,699,Thane,THANE WEST,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
3110,Hyderabad,06-01-2023,APP,63b862248e918b7ee3f50a9a,1110,Hyderabad,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3111,CHENNAI,07-01-2023,APP,63b878af49867a1b8fe77cde,0,CHENNAI,MADIPAKKAM,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3112,BENGALURU,07-01-2023,APP,63b8d5738e918b3f00f50db2,800,BENGALURU,RAJARAJESHWARINAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3113,CHENNAI,07-01-2023,Outbound Lead,63b8e4998e918b4986f50f27,1485,CHENNAI,PORUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3114,Pune,07-01-2023,Opportunity,63b8e98a49867a49d7e78118,3299.3,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
3115,Pune,07-01-2023,Agent Upsell,63b8e9da49867a05bce7812b,2979.4,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
3116,Other,07-01-2023,APP,63b8ea038e918b6f1ff50fdb,3299.3,Guwahati,INDIA,POD,Lifecell HA,AT-HOME,HA,other,HAother
3117,DELHI,07-01-2023,APP,63b8ecc78e918b6f83f5103f,3130,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3118,BENGALURU,07-01-2023,Exotel Lead,63b8f2218e918bc9d2f5111f,225,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3119,Mumbai,07-01-2023,HealthifyMe,63b8fd1c49867a9f90e78515,0,Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
3120,DELHI,07-01-2023,Inbound-SEM,63b8ff568e918bfe47f513f5,1692,DELHI,KIRTI NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3121,Bengaluru,07-01-2023,APP,63b9007a8e918bb636f51445,874, ,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3122,DELHI,07-01-2023,Exotel Lead,63b9020549867ab9a6e78601,2590,DELHI,JANAKPURI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3123,Other,07-01-2023,Opportunity,63b903318e918bcdd5f51503,1699.3,Chandigarh,INDIA,POD,Lifecell HA,AT-HOME,HA,other,HAother
3124,DELHI,07-01-2023,Exotel Lead,63b9084949867af3f2e78706,1280,DELHI,SECTOR 12 DWARKA,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3125,MUMBAI,07-01-2023,Inbound-SEM,63b90a6d49867a7361e7878b,3086.5,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3126,Hyderabad,07-01-2023,APP,63b90cce8e918b7933f5175c,2918,Miyapur,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3127,MUMBAI,07-01-2023,Opportunity,63b90d2749867a0228e7887b,2520,MUMBAI,CHEMBUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3128,BENGALURU,07-01-2023,APP,63b90fc68e918bc764f5181b,3415,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3129,MUMBAI,07-01-2023,APP,63b9126649867aca2be78980,5200,MUMBAI,GOREGAON WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3130,MUMBAI,07-01-2023,APP,63b9147b49867a6d96e78a04,2000,MUMBAI,GOREGAON WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
